Weight,FedEx First Overnight,FedEx Priority Overnight,FedEx Std Overnight,FedEx 2DAy,FedEx Express Saver,FedEx 2Day® A.M.,Zone,
62,503.72,472.72,456.81,226.02,192.97,285.54,5,
63,504.39,473.39,457.48,230.70,195.99,296.62,5,
64,517.67,486.67,470.75,231.17,198.61,297.73,5,
65,522.98,491.98,476.07,237.31,200.68,298.16,5,
66,538.31,507.31,491.40,237.93,201.17,302.66,5,
67,539.85,508.85,492.94,238.40,201.65,303.15,5,
68,546.13,515.13,499.22,238.87,209.37,303.66,5,
69,547.58,516.58,500.67,239.91,210.15,304.15,5,
70,548.02,517.02,501.11,260.25,215.46,304.65,5,
71,548.94,517.94,502.03,262.30,217.29,305.14,5,
72,566.34,535.34,519.43,262.76,220.30,305.65,5,
73,568.08,537.08,521.17,267.08,221.25,306.13,5,
74,568.52,537.52,521.60,267.55,221.73,306.63,5,
75,569.40,538.40,522.48,272.94,222.71,307.63,5,
76,573.99,542.99,527.08,274.91,223.66,312.72,5,
77,591.36,560.36,544.45,275.85,224.64,328.95,5,
78,604.50,573.50,557.58,289.08,225.60,331.16,5,
79,613.05,582.05,566.13,290.41,226.58,356.27,5,
80,614.91,583.91,567.99,291.35,227.53,358.79,5,
81,650.66,619.66,603.74,292.29,228.60,359.66,5,
82,654.24,623.24,607.32,293.23,245.73,366.98,5,
83,655.12,624.12,608.20,294.18,248.38,367.98,5,
84,656.01,625.01,609.09,295.12,249.36,368.98,5,
85,656.89,625.89,609.97,307.18,258.39,376.63,5,
86,659.15,628.15,612.23,308.39,259.37,377.97,5,
87,661.96,630.96,615.04,309.33,260.33,400.13,5,
88,663.33,632.33,616.41,310.28,261.30,402.36,5,
89,690.70,659.70,643.79,311.21,262.26,403.35,5,
90,694.56,663.56,647.64,312.16,263.24,404.34,5,
91,695.40,664.40,648.49,313.10,264.19,405.34,5,
92,696.25,665.25,649.34,314.04,265.16,406.34,5,
93,697.10,666.10,650.19,314.98,266.14,407.33,5,
94,697.95,666.95,651.04,315.92,267.10,408.33,5,
95,702.74,671.74,652.96,316.87,268.07,409.33,5,
96,707.23,676.23,660.32,322.47,269.03,410.32,5,
97,712.80,681.80,665.89,323.41,270.01,411.27,5,
98,714.68,683.68,667.77,324.36,270.96,412.15,5,
99,752.10,721.10,700.96,343.24,281.89,414.46,5,
100,760.00,729.00,714.00,362.00,313.00,460.00,5,
101,767.60,736.29,721.14,365.62,316.13,464.60,5,
102,775.20,743.58,728.28,369.24,319.26,469.20,5,
103,782.80,750.87,735.42,372.86,322.39,473.80,5,
104,790.40,758.16,742.56,376.48,325.52,478.40,5,
105,798.00,765.45,749.70,380.10,328.65,483.00,5,
106,805.60,772.74,756.84,383.72,331.78,487.60,5,
107,813.20,780.03,763.98,387.34,334.91,492.20,5,
108,820.80,787.32,771.12,390.96,338.04,496.80,5,
109,828.40,794.61,778.26,394.58,341.17,501.40,5,
110,836.00,801.90,785.40,398.20,344.30,506.00,5,
111,843.60,809.19,792.54,401.82,347.43,510.60,5,
112,851.20,816.48,799.68,405.44,350.56,515.20,5,
113,858.80,823.77,806.82,409.06,353.69,519.80,5,
114,866.40,831.06,813.96,412.68,356.82,524.40,5,
115,874.00,838.35,821.10,416.30,359.95,529.00,5,
116,881.60,845.64,828.24,419.92,363.08,533.60,5,
117,889.20,852.93,835.38,423.54,366.21,538.20,5,
118,896.80,860.22,842.52,427.16,369.34,542.80,5,
119,904.40,867.51,849.66,430.78,372.47,547.40,5,
120,912.00,874.80,856.80,434.40,375.60,552.00,5,
121,919.60,882.09,863.94,438.02,378.73,556.60,5,
122,927.20,889.38,871.08,441.64,381.86,561.20,5,
123,934.80,896.67,878.22,445.26,384.99,565.80,5,
124,942.40,903.96,885.36,448.88,388.12,570.40,5,
125,950.00,911.25,892.50,452.50,391.25,575.00,5,
126,957.60,918.54,899.64,456.12,394.38,579.60,5,
127,965.20,925.83,906.78,459.74,397.51,584.20,5,
128,972.80,933.12,913.92,463.36,400.64,588.80,5,
129,980.40,940.41,921.06,466.98,403.77,593.40,5,
130,988.00,947.70,928.20,470.60,406.90,598.00,5,
131,995.60,954.99,935.34,474.22,410.03,602.60,5,
132,"1,003.20",962.28,942.48,477.84,413.16,607.20,5,
133,"1,010.80",969.57,949.62,481.46,416.29,611.80,5,
134,"1,018.40",976.86,956.76,485.08,419.42,616.40,5,
135,"1,026.00",984.15,963.90,488.70,422.55,621.00,5,
136,"1,033.60",991.44,971.04,492.32,425.68,625.60,5,
137,"1,041.20",998.73,978.18,495.94,428.81,630.20,5,
138,"1,048.80","1,006.02",985.32,499.56,431.94,634.80,5,
139,"1,056.40","1,013.31",992.46,503.18,435.07,639.40,5,
140,"1,064.00","1,020.60",999.60,506.80,438.20,644.00,5,
141,"1,071.60","1,027.89","1,006.74",510.42,441.33,648.60,5,
142,"1,079.20","1,035.18","1,013.88",514.04,444.46,653.20,5,
143,"1,086.80","1,042.47","1,021.02",517.66,447.59,657.80,5,
144,"1,094.40","1,049.76","1,028.16",521.28,450.72,662.40,5,
145,"1,102.00","1,057.05","1,035.30",524.90,453.85,667.00,5,
146,"1,109.60","1,064.34","1,042.44",528.52,456.98,671.60,5,
147,"1,117.20","1,071.63","1,049.58",532.14,460.11,676.20,5,
148,"1,124.80","1,078.92","1,056.72",535.76,463.24,680.80,5,
149,"1,132.40","1,086.21","1,063.86",539.38,466.37,685.40,5,
150,"1,140.00","1,093.50","1,071.00",543.00,469.50,690.00,5,
1,108.69,77.69,69.46,32.13,26.33,38.61,6,
2,112.60,81.60,79.96,36.22,28.07,42.72,6,
3,128.38,97.38,85.46,41.62,32.64,49.08,6,
4,133.77,102.77,96.85,48.09,34.34,56.72,6,
5,134.72,103.72,98.99,53.71,38.97,63.34,6,
6,153.40,122.40,111.93,59.71,45.77,71.75,6,
7,158.43,127.43,119.89,67.16,48.30,79.23,6,
8,164.44,133.44,127.97,74.31,53.02,87.97,6,
9,165.05,134.05,131.42,80.85,54.75,97.14,6,
10,166.90,135.90,133.21,86.31,58.14,101.81,6,
11,203.82,172.82,153.48,93.17,64.46,103.48,6,
12,211.14,180.14,160.98,100.38,68.46,120.64,6,
13,211.88,180.88,167.52,106.91,69.99,126.12,6,
14,212.12,181.12,174.00,113.47,73.54,133.83,6,
15,213.26,182.26,177.20,119.46,77.53,143.55,6,
16,236.00,205.00,186.42,124.71,80.79,149.86,6,
17,238.28,207.28,190.75,130.33,84.04,153.73,6,
18,238.52,207.52,194.95,135.73,87.05,163.09,6,
19,238.72,207.72,199.35,140.68,89.98,169.06,6,
20,239.36,208.36,200.59,145.69,93.33,171.84,6,
21,252.10,221.10,216.65,146.20,97.77,181.29,6,
22,253.65,222.65,218.27,155.79,101.18,187.21,6,
23,271.61,240.61,225.96,161.42,105.35,193.97,6,
24,273.41,242.41,230.23,167.30,108.82,197.29,6,
25,278.13,247.13,231.22,172.75,111.88,207.57,6,
26,297.73,266.73,250.82,178.61,115.37,214.63,6,
27,304.26,273.26,256.14,184.67,118.40,221.91,6,
28,304.92,273.92,258.01,189.39,129.08,227.60,6,
29,305.16,274.16,258.24,194.48,132.89,229.39,6,
30,306.35,275.35,259.43,199.82,137.12,235.66,6,
31,329.86,298.86,279.76,204.38,144.12,245.60,6,
32,332.22,301.22,285.31,210.38,144.82,252.80,6,
33,337.59,306.59,290.68,216.02,149.04,259.56,6,
34,338.14,307.14,291.23,222.55,151.47,267.40,6,
35,338.69,307.69,291.77,229.23,151.73,270.38,6,
36,349.46,318.46,302.55,235.39,152.32,277.62,6,
37,364.97,333.97,318.05,241.78,163.76,285.14,6,
