,Weight,Zone,Type of Delivery,Price,Year
5624,38,8,FedEx Std Overnight,333.16,2021
5625,38,8,FedEx 2DAy,264.62,2021
5626,38,8,FedEx Express Saver,196.31,2021
5627,38,8,FedEx 2Day® A.M.,292.95,2021
5628,39,8,FedEx First Overnight,385.36,2021
5629,39,8,FedEx Priority Overnight,354.36,2021
5630,39,8,FedEx Std Overnight,339.36,2021
5631,39,8,FedEx 2DAy,271.5,2021
5632,39,8,FedEx Express Saver,203.71,2021
5633,39,8,FedEx 2Day® A.M.,316.65,2021
5634,40,8,FedEx First Overnight,386.14,2021
5635,40,8,FedEx Priority Overnight,355.14,2021
5636,40,8,FedEx Std Overnight,340.14,2021
5637,40,8,FedEx 2DAy,277.51,2021
5638,40,8,FedEx Express Saver,211.08,2021
5639,40,8,FedEx 2Day® A.M.,319.02,2021
5640,41,8,FedEx First Overnight,401.55,2021
5641,41,8,FedEx Priority Overnight,370.55,2021
5642,41,8,FedEx Std Overnight,355.55,2021
5643,41,8,FedEx 2DAy,285.0,2021
5644,41,8,FedEx Express Saver,215.58,2021
5645,41,8,FedEx 2Day® A.M.,333.54,2021
5646,42,8,FedEx First Overnight,409.73,2021
5647,42,8,FedEx Priority Overnight,378.73,2021
5648,42,8,FedEx Std Overnight,363.73,2021
5649,42,8,FedEx 2DAy,292.16,2021
5650,42,8,FedEx Express Saver,220.25,2021
5651,42,8,FedEx 2Day® A.M.,341.95,2021
5652,43,8,FedEx First Overnight,430.57,2021
5653,43,8,FedEx Priority Overnight,399.57,2021
5654,43,8,FedEx Std Overnight,379.89,2021
5655,43,8,FedEx 2DAy,298.25,2021
5656,43,8,FedEx Express Saver,225.36,2021
5657,43,8,FedEx 2Day® A.M.,349.06,2021
5658,44,8,FedEx First Overnight,432.66,2021
5659,44,8,FedEx Priority Overnight,401.66,2021
5660,44,8,FedEx Std Overnight,386.66,2021
5661,44,8,FedEx 2DAy,304.13,2021
5662,44,8,FedEx Express Saver,225.88,2021
5663,44,8,FedEx 2Day® A.M.,350.88,2021
5664,45,8,FedEx First Overnight,433.47,2021
5665,45,8,FedEx Priority Overnight,402.47,2021
5666,45,8,FedEx Std Overnight,387.47,2021
5667,45,8,FedEx 2DAy,308.66,2021
5668,45,8,FedEx Express Saver,226.58,2021
5669,45,8,FedEx 2Day® A.M.,361.25,2021
5670,46,8,FedEx First Overnight,449.06,2021
5671,46,8,FedEx Priority Overnight,418.06,2021
5672,46,8,FedEx Std Overnight,403.06,2021
5673,46,8,FedEx 2DAy,315.33,2021
5674,46,8,FedEx Express Saver,240.48,2021
5675,46,8,FedEx 2Day® A.M.,368.68,2021
5676,47,8,FedEx First Overnight,450.62,2021
5677,47,8,FedEx Priority Overnight,419.62,2021
5678,47,8,FedEx Std Overnight,404.62,2021
5679,47,8,FedEx 2DAy,316.0,2021
5680,47,8,FedEx Express Saver,241.88,2021
5681,47,8,FedEx 2Day® A.M.,369.43,2021
5682,48,8,FedEx First Overnight,450.86,2021
5683,48,8,FedEx Priority Overnight,419.86,2021
5684,48,8,FedEx Std Overnight,404.86,2021
5685,48,8,FedEx 2DAy,318.55,2021
5686,48,8,FedEx Express Saver,248.73,2021
5687,48,8,FedEx 2Day® A.M.,370.59,2021
5688,49,8,FedEx First Overnight,451.07,2021
5689,49,8,FedEx Priority Overnight,420.07,2021
5690,49,8,FedEx Std Overnight,405.07,2021
5691,49,8,FedEx 2DAy,318.82,2021
5692,49,8,FedEx Express Saver,249.42,2021
5693,49,8,FedEx 2Day® A.M.,370.96,2021
5694,50,8,FedEx First Overnight,452.29,2021
5695,50,8,FedEx Priority Overnight,421.29,2021
5696,50,8,FedEx Std Overnight,406.29,2021
5697,50,8,FedEx 2DAy,319.28,2021
5698,50,8,FedEx Express Saver,250.48,2021
5699,50,8,FedEx 2Day® A.M.,378.20,2021
5700,51,8,FedEx First Overnight,476.52,2021
5701,51,8,FedEx Priority Overnight,445.52,2021
5702,51,8,FedEx Std Overnight,430.52,2021
5703,51,8,FedEx 2DAy,328.24,2021
5704,51,8,FedEx Express Saver,271.64,2021
5705,51,8,FedEx 2Day® A.M.,410.54,2021
5706,52,8,FedEx First Overnight,501.08,2021
5707,52,8,FedEx Priority Overnight,470.08,2021
5708,52,8,FedEx Std Overnight,455.08,2021
5709,52,8,FedEx 2DAy,352.78,2021
5710,52,8,FedEx Express Saver,273.77,2021
5711,52,8,FedEx 2Day® A.M.,413.78,2021
5712,53,8,FedEx First Overnight,510.78,2021
5713,53,8,FedEx Priority Overnight,479.78,2021
5714,53,8,FedEx Std Overnight,463.41,2021
5715,53,8,FedEx 2DAy,355.24,2021
5716,53,8,FedEx Express Saver,280.73,2021
5717,53,8,FedEx 2Day® A.M.,414.18,2021
5718,54,8,FedEx First Overnight,511.75,2021
5719,54,8,FedEx Priority Overnight,480.75,2021
5720,54,8,FedEx Std Overnight,465.75,2021
5721,54,8,FedEx 2DAy,355.69,2021
5722,54,8,FedEx Express Saver,281.43,2021
5723,54,8,FedEx 2Day® A.M.,420.17,2021
5724,55,8,FedEx First Overnight,512.15,2021
5725,55,8,FedEx Priority Overnight,481.15,2021
5726,55,8,FedEx Std Overnight,466.15,2021
5727,55,8,FedEx 2DAy,356.13,2021
5728,55,8,FedEx Express Saver,281.83,2021
5729,55,8,FedEx 2Day® A.M.,420.96,2021
5730,56,8,FedEx First Overnight,512.55,2021
5731,56,8,FedEx Priority Overnight,481.55,2021
5732,56,8,FedEx Std Overnight,466.55,2021
5733,56,8,FedEx 2DAy,356.57,2021
5734,56,8,FedEx Express Saver,282.23,2021
5735,56,8,FedEx 2Day® A.M.,424.04,2021
5736,57,8,FedEx First Overnight,512.95,2021
5737,57,8,FedEx Priority Overnight,481.95,2021
5738,57,8,FedEx Std Overnight,466.95,2021
5739,57,8,FedEx 2DAy,363.77,2021
5740,57,8,FedEx Express Saver,287.88,2021
5741,57,8,FedEx 2Day® A.M.,424.66,2021
5742,58,8,FedEx First Overnight,514.25,2021
5743,58,8,FedEx Priority Overnight,483.25,2021
5744,58,8,FedEx Std Overnight,468.24,2021
5745,58,8,FedEx 2DAy,364.5,2021
5746,58,8,FedEx Express Saver,292.58,2021
5747,58,8,FedEx 2Day® A.M.,436.92,2021
5748,59,8,FedEx First Overnight,539.88,2021
5749,59,8,FedEx Priority Overnight,508.88,2021
5750,59,8,FedEx Std Overnight,493.88,2021
5751,59,8,FedEx 2DAy,369.03,2021
5752,59,8,FedEx Express Saver,297.97,2021
5753,59,8,FedEx 2Day® A.M.,438.16,2021
5754,60,8,FedEx First Overnight,542.45,2021
5755,60,8,FedEx Priority Overnight,511.45,2021
5756,60,8,FedEx Std Overnight,496.45,2021
5757,60,8,FedEx 2DAy,377.22,2021
5758,60,8,FedEx Express Saver,303.36,2021
5759,60,8,FedEx 2Day® A.M.,451.26,2021
5760,61,8,FedEx First Overnight,558.43,2021
5761,61,8,FedEx Priority Overnight,527.43,2021
5762,61,8,FedEx Std Overnight,512.43,2021
5763,61,8,FedEx 2DAy,380.32,2021
5764,61,8,FedEx Express Saver,308.22,2021
5765,61,8,FedEx 2Day® A.M.,462.96,2021
5766,62,8,FedEx First Overnight,571.13,2021
5767,62,8,FedEx Priority Overnight,540.13,2021
5768,62,8,FedEx Std Overnight,525.13,2021
5769,62,8,FedEx 2DAy,381.02,2021
5770,62,8,FedEx Express Saver,308.72,2021
5771,62,8,FedEx 2Day® A.M.,464.13,2021
5772,63,8,FedEx First Overnight,573.59,2021
5773,63,8,FedEx Priority Overnight,542.59,2021
5774,63,8,FedEx Std Overnight,527.59,2021
5775,63,8,FedEx 2DAy,394.6,2021
5776,63,8,FedEx Express Saver,318.41,2021
5777,63,8,FedEx 2Day® A.M.,465.69,2021
5778,64,8,FedEx First Overnight,593.67,2021
5779,64,8,FedEx Priority Overnight,562.67,2021
5780,64,8,FedEx Std Overnight,547.67,2021
5781,64,8,FedEx 2DAy,395.98,2021
5782,64,8,FedEx Express Saver,323.49,2021
5783,64,8,FedEx 2Day® A.M.,496.82,2021
5784,65,8,FedEx First Overnight,600.00,2021
5785,65,8,FedEx Priority Overnight,569.00,2021
5786,65,8,FedEx Std Overnight,554.00,2021
5787,65,8,FedEx 2DAy,396.4,2021
5788,65,8,FedEx Express Saver,331.19,2021
5789,65,8,FedEx 2Day® A.M.,514.41,2021
5790,66,8,FedEx First Overnight,601.17,2021
5791,66,8,FedEx Priority Overnight,570.17,2021
5792,66,8,FedEx Std Overnight,555.17,2021
5793,66,8,FedEx 2DAy,397.08,2021
5794,66,8,FedEx Express Saver,338.21,2021
5795,66,8,FedEx 2Day® A.M.,516.17,2021
5796,67,8,FedEx First Overnight,601.57,2021
5797,67,8,FedEx Priority Overnight,570.57,2021
5798,67,8,FedEx Std Overnight,555.57,2021
5799,67,8,FedEx 2DAy,397.52,2021
5800,67,8,FedEx Express Saver,338.92,2021
5801,67,8,FedEx 2Day® A.M.,517.75,2021
5802,68,8,FedEx First Overnight,604.88,2021
5803,68,8,FedEx Priority Overnight,573.88,2021
5804,68,8,FedEx Std Overnight,558.88,2021
5805,68,8,FedEx 2DAy,397.96,2021
5806,68,8,FedEx Express Saver,352.98,2021
5807,68,8,FedEx 2Day® A.M.,518.19,2021
5808,69,8,FedEx First Overnight,615.84,2021
5809,69,8,FedEx Priority Overnight,584.84,2021
5810,69,8,FedEx Std Overnight,569.84,2021
5811,69,8,FedEx 2DAy,399.31,2021
5812,69,8,FedEx Express Saver,354.39,2021
5813,69,8,FedEx 2Day® A.M.,526.92,2021
5814,70,8,FedEx First Overnight,616.94,2021
5815,70,8,FedEx Priority Overnight,585.94,2021
5816,70,8,FedEx Std Overnight,570.94,2021
5817,70,8,FedEx 2DAy,425.17,2021
5818,70,8,FedEx Express Saver,354.86,2021
5819,70,8,FedEx 2Day® A.M.,527.80,2021
5820,71,8,FedEx First Overnight,619.07,2021
5821,71,8,FedEx Priority Overnight,588.07,2021
5822,71,8,FedEx Std Overnight,573.07,2021
5823,71,8,FedEx 2DAy,429.42,2021
5824,71,8,FedEx Express Saver,364.09,2021
5825,71,8,FedEx 2Day® A.M.,528.31,2021
5826,72,8,FedEx First Overnight,661.47,2021
5827,72,8,FedEx Priority Overnight,630.47,2021
5828,72,8,FedEx Std Overnight,601.11,2021
5829,72,8,FedEx 2DAy,429.85,2021
5830,72,8,FedEx Express Saver,365.02,2021
5831,72,8,FedEx 2Day® A.M.,538.17,2021
5832,73,8,FedEx First Overnight,665.72,2021
5833,73,8,FedEx Priority Overnight,634.72,2021
5834,73,8,FedEx Std Overnight,618.44,2021
5835,73,8,FedEx 2DAy,430.29,2021
5836,73,8,FedEx Express Saver,365.42,2021
5837,73,8,FedEx 2Day® A.M.,539.16,2021
5838,74,8,FedEx First Overnight,666.18,2021
5839,74,8,FedEx Priority Overnight,635.18,2021
5840,74,8,FedEx Std Overnight,620.18,2021
5841,74,8,FedEx 2DAy,430.89,2021
5842,74,8,FedEx Express Saver,365.82,2021
5843,74,8,FedEx 2Day® A.M.,550.50,2021
5844,75,8,FedEx First Overnight,666.98,2021
5845,75,8,FedEx Priority Overnight,635.98,2021
5846,75,8,FedEx Std Overnight,620.98,2021
5847,75,8,FedEx 2DAy,442.82,2021
5848,75,8,FedEx Express Saver,366.81,2021
5849,75,8,FedEx 2Day® A.M.,552.54,2021
5850,76,8,FedEx First Overnight,667.78,2021
5851,76,8,FedEx Priority Overnight,636.78,2021
5852,76,8,FedEx Std Overnight,621.78,2021
5853,76,8,FedEx 2DAy,449.74,2021
5854,76,8,FedEx Express Saver,386.47,2021
5855,76,8,FedEx 2Day® A.M.,562.84,2021
5856,77,8,FedEx First Overnight,668.58,2021
5857,77,8,FedEx Priority Overnight,637.58,2021
5858,77,8,FedEx Std Overnight,622.58,2021
5859,77,8,FedEx 2DAy,463.59,2021
5860,77,8,FedEx Express Saver,388.44,2021
5861,77,8,FedEx 2Day® A.M.,563.87,2021
5862,78,8,FedEx First Overnight,669.38,2021
5863,78,8,FedEx Priority Overnight,638.38,2021
5864,78,8,FedEx Std Overnight,623.38,2021
5865,78,8,FedEx 2DAy,496.59,2021
5866,78,8,FedEx Express Saver,390.24,2021
5867,78,8,FedEx 2Day® A.M.,565.12,2021
5868,79,8,FedEx First Overnight,678.15,2021
5869,79,8,FedEx Priority Overnight,647.15,2021
5870,79,8,FedEx Std Overnight,632.15,2021
5871,79,8,FedEx 2DAy,499.9,2021
5872,79,8,FedEx Express Saver,393.89,2021
5873,79,8,FedEx 2Day® A.M.,589.92,2021
5874,80,8,FedEx First Overnight,680.84,2021
5875,80,8,FedEx Priority Overnight,649.84,2021
5876,80,8,FedEx Std Overnight,634.84,2021
5877,80,8,FedEx 2DAy,503.36,2021
5878,80,8,FedEx Express Saver,394.77,2021
5879,80,8,FedEx 2Day® A.M.,604.59,2021
5880,81,8,FedEx First Overnight,697.19,2021
5881,81,8,FedEx Priority Overnight,666.19,2021
5882,81,8,FedEx Std Overnight,651.19,2021
5883,81,8,FedEx 2DAy,504.22,2021
5884,81,8,FedEx Express Saver,395.67,2021
5885,81,8,FedEx 2Day® A.M.,618.87,2021
5886,82,8,FedEx First Overnight,698.83,2021
5887,82,8,FedEx Priority Overnight,667.83,2021
5888,82,8,FedEx Std Overnight,652.83,2021
5889,82,8,FedEx 2DAy,505.09,2021
5890,82,8,FedEx Express Saver,397.59,2021
5891,82,8,FedEx 2Day® A.M.,620.31,2021
5892,83,8,FedEx First Overnight,699.69,2021
5893,83,8,FedEx Priority Overnight,668.69,2021
5894,83,8,FedEx Std Overnight,653.69,2021
5895,83,8,FedEx 2DAy,505.96,2021
5896,83,8,FedEx Express Saver,407.79,2021
5897,83,8,FedEx 2Day® A.M.,629.99,2021
5898,84,8,FedEx First Overnight,713.38,2021
5899,84,8,FedEx Priority Overnight,682.38,2021
5900,84,8,FedEx Std Overnight,667.38,2021
5901,84,8,FedEx 2DAy,514.5,2021
5902,84,8,FedEx Express Saver,408.82,2021
5903,84,8,FedEx 2Day® A.M.,630.96,2021
5904,85,8,FedEx First Overnight,714.75,2021
5905,85,8,FedEx Priority Overnight,683.75,2021
5906,85,8,FedEx Std Overnight,668.75,2021
5907,85,8,FedEx 2DAy,515.38,2021
5908,85,8,FedEx Express Saver,424.06,2021
5909,85,8,FedEx 2Day® A.M.,631.76,2021
5910,86,8,FedEx First Overnight,715.55,2021
5911,86,8,FedEx Priority Overnight,684.55,2021
5912,86,8,FedEx Std Overnight,669.55,2021
5913,86,8,FedEx 2DAy,516.18,2021
5914,86,8,FedEx Express Saver,425.59,2021
5915,86,8,FedEx 2Day® A.M.,632.56,2021
5916,87,8,FedEx First Overnight,716.60,2021
5917,87,8,FedEx Priority Overnight,685.60,2021
5918,87,8,FedEx Std Overnight,670.60,2021
5919,87,8,FedEx 2DAy,519.66,2021
5920,87,8,FedEx Express Saver,426.74,2021
5921,87,8,FedEx 2Day® A.M.,633.36,2021
5922,88,8,FedEx First Overnight,719.97,2021
5923,88,8,FedEx Priority Overnight,688.97,2021
5924,88,8,FedEx Std Overnight,673.97,2021
5925,88,8,FedEx 2DAy,523.68,2021
5926,88,8,FedEx Express Saver,427.54,2021
5927,88,8,FedEx 2Day® A.M.,634.16,2021
5928,89,8,FedEx First Overnight,787.36,2021
5929,89,8,FedEx Priority Overnight,756.36,2021
5930,89,8,FedEx Std Overnight,741.36,2021
5931,89,8,FedEx 2DAy,524.55,2021
5932,89,8,FedEx Express Saver,428.34,2021
5933,89,8,FedEx 2Day® A.M.,635.60,2021
5934,90,8,FedEx First Overnight,801.39,2021
5935,90,8,FedEx Priority Overnight,770.39,2021
5936,90,8,FedEx Std Overnight,755.28,2021
5937,90,8,FedEx 2DAy,525.43,2021
5938,90,8,FedEx Express Saver,429.14,2021
5939,90,8,FedEx 2Day® A.M.,664.40,2021
5940,91,8,FedEx First Overnight,802.82,2021
5941,91,8,FedEx Priority Overnight,771.82,2021
5942,91,8,FedEx Std Overnight,756.68,2021
5943,91,8,FedEx 2DAy,526.3,2021
5944,91,8,FedEx Express Saver,430.02,2021
5945,91,8,FedEx 2Day® A.M.,667.30,2021
5946,92,8,FedEx First Overnight,803.73,2021
5947,92,8,FedEx Priority Overnight,772.73,2021
5948,92,8,FedEx Std Overnight,757.57,2021
5949,92,8,FedEx 2DAy,527.17,2021
5950,92,8,FedEx Express Saver,430.92,2021
5951,92,8,FedEx 2Day® A.M.,680.28,2021
5952,93,8,FedEx First Overnight,804.64,2021
5953,93,8,FedEx Priority Overnight,773.64,2021
5954,93,8,FedEx Std Overnight,758.47,2021
5955,93,8,FedEx 2DAy,528.03,2021
5956,93,8,FedEx Express Saver,431.80,2021
5957,93,8,FedEx 2Day® A.M.,681.59,2021
5958,94,8,FedEx First Overnight,805.56,2021
5959,94,8,FedEx Priority Overnight,774.56,2021
5960,94,8,FedEx Std Overnight,759.37,2021
5961,94,8,FedEx 2DAy,528.92,2021
5962,94,8,FedEx Express Saver,432.89,2021
5963,94,8,FedEx 2Day® A.M.,682.53,2021
5964,95,8,FedEx First Overnight,806.48,2021
5965,95,8,FedEx Priority Overnight,775.48,2021
5966,95,8,FedEx Std Overnight,760.27,2021
5967,95,8,FedEx 2DAy,533.61,2021
5968,95,8,FedEx Express Saver,454.64,2021
5969,95,8,FedEx 2Day® A.M.,683.45,2021
5970,96,8,FedEx First Overnight,807.30,2021
5971,96,8,FedEx Priority Overnight,776.30,2021
5972,96,8,FedEx Std Overnight,761.07,2021
5973,96,8,FedEx 2DAy,534.48,2021
5974,96,8,FedEx Express Saver,471.53,2021
5975,96,8,FedEx 2Day® A.M.,687.68,2021
5976,97,8,FedEx First Overnight,808.32,2021
5977,97,8,FedEx Priority Overnight,777.32,2021
5978,97,8,FedEx Std Overnight,762.07,2021
5979,97,8,FedEx 2DAy,545.72,2021
5980,97,8,FedEx Express Saver,473.23,2021
5981,97,8,FedEx 2Day® A.M.,689.67,2021
5982,98,8,FedEx First Overnight,810.16,2021
5983,98,8,FedEx Priority Overnight,779.16,2021
5984,98,8,FedEx Std Overnight,763.88,2021
5985,98,8,FedEx 2DAy,558.5,2021
5986,98,8,FedEx Express Saver,474.16,2021
5987,98,8,FedEx 2Day® A.M.,710.51,2021
5988,99,8,FedEx First Overnight,846.85,2021
5989,99,8,FedEx Priority Overnight,815.85,2021
5990,99,8,FedEx Std Overnight,799.84,2021
5991,99,8,FedEx 2DAy,590.14,2021
5992,99,8,FedEx Express Saver,488.18,2021
5993,99,8,FedEx 2Day® A.M.,727.21,2021
5994,100,8,FedEx First Overnight,913.00,2021
5995,100,8,FedEx Priority Overnight,882.00,2021
5996,100,8,FedEx Std Overnight,864.00,2021
5997,100,8,FedEx 2DAy,654.0,2021
5998,100,8,FedEx Express Saver,511.00,2021
5999,100,8,FedEx 2Day® A.M.,767.00,2021
6000,101,8,FedEx First Overnight,922.13,2021
6001,101,8,FedEx Priority Overnight,890.82,2021
6002,101,8,FedEx Std Overnight,872.64,2021
6003,101,8,FedEx 2DAy,660.54,2021
6004,101,8,FedEx Express Saver,516.11,2021
6005,101,8,FedEx 2Day® A.M.,774.67,2021
6006,102,8,FedEx First Overnight,931.26,2021
6007,102,8,FedEx Priority Overnight,899.64,2021
6008,102,8,FedEx Std Overnight,881.28,2021
6009,102,8,FedEx 2DAy,667.08,2021
6010,102,8,FedEx Express Saver,521.22,2021
6011,102,8,FedEx 2Day® A.M.,782.34,2021
6012,103,8,FedEx First Overnight,940.39,2021
6013,103,8,FedEx Priority Overnight,908.46,2021
6014,103,8,FedEx Std Overnight,889.92,2021
6015,103,8,FedEx 2DAy,673.62,2021
6016,103,8,FedEx Express Saver,526.33,2021
6017,103,8,FedEx 2Day® A.M.,790.01,2021
6018,104,8,FedEx First Overnight,949.52,2021
6019,104,8,FedEx Priority Overnight,917.28,2021
6020,104,8,FedEx Std Overnight,898.56,2021
6021,104,8,FedEx 2DAy,680.16,2021
6022,104,8,FedEx Express Saver,531.44,2021
6023,104,8,FedEx 2Day® A.M.,797.68,2021
6024,105,8,FedEx First Overnight,958.65,2021
6025,105,8,FedEx Priority Overnight,926.10,2021
6026,105,8,FedEx Std Overnight,907.20,2021
6027,105,8,FedEx 2DAy,686.7,2021
6028,105,8,FedEx Express Saver,536.55,2021
6029,105,8,FedEx 2Day® A.M.,805.35,2021
6030,106,8,FedEx First Overnight,967.78,2021
6031,106,8,FedEx Priority Overnight,934.92,2021
6032,106,8,FedEx Std Overnight,915.84,2021
6033,106,8,FedEx 2DAy,693.24,2021
6034,106,8,FedEx Express Saver,541.66,2021
6035,106,8,FedEx 2Day® A.M.,813.02,2021
6036,107,8,FedEx First Overnight,976.91,2021
6037,107,8,FedEx Priority Overnight,943.74,2021
6038,107,8,FedEx Std Overnight,924.48,2021
6039,107,8,FedEx 2DAy,699.78,2021
6040,107,8,FedEx Express Saver,546.77,2021
6041,107,8,FedEx 2Day® A.M.,820.69,2021
6042,108,8,FedEx First Overnight,986.04,2021
6043,108,8,FedEx Priority Overnight,952.56,2021
6044,108,8,FedEx Std Overnight,933.12,2021
6045,108,8,FedEx 2DAy,706.32,2021
6046,108,8,FedEx Express Saver,551.88,2021
6047,108,8,FedEx 2Day® A.M.,828.36,2021
6048,109,8,FedEx First Overnight,995.17,2021
6049,109,8,FedEx Priority Overnight,961.38,2021
6050,109,8,FedEx Std Overnight,941.76,2021
6051,109,8,FedEx 2DAy,712.86,2021
6052,109,8,FedEx Express Saver,556.99,2021
6053,109,8,FedEx 2Day® A.M.,836.03,2021
6054,110,8,FedEx First Overnight,"1,004.30",2021
6055,110,8,FedEx Priority Overnight,970.20,2021
6056,110,8,FedEx Std Overnight,950.40,2021
6057,110,8,FedEx 2DAy,719.4,2021
6058,110,8,FedEx Express Saver,562.10,2021
6059,110,8,FedEx 2Day® A.M.,843.70,2021
6060,111,8,FedEx First Overnight,"1,013.43",2021
6061,111,8,FedEx Priority Overnight,979.02,2021
6062,111,8,FedEx Std Overnight,959.04,2021
6063,111,8,FedEx 2DAy,725.94,2021
6064,111,8,FedEx Express Saver,567.21,2021
6065,111,8,FedEx 2Day® A.M.,851.37,2021
6066,112,8,FedEx First Overnight,"1,022.56",2021
6067,112,8,FedEx Priority Overnight,987.84,2021
6068,112,8,FedEx Std Overnight,967.68,2021
6069,112,8,FedEx 2DAy,732.48,2021
6070,112,8,FedEx Express Saver,572.32,2021
6071,112,8,FedEx 2Day® A.M.,859.04,2021
6072,113,8,FedEx First Overnight,"1,031.69",2021
6073,113,8,FedEx Priority Overnight,996.66,2021
6074,113,8,FedEx Std Overnight,976.32,2021
6075,113,8,FedEx 2DAy,739.02,2021
6076,113,8,FedEx Express Saver,577.43,2021
6077,113,8,FedEx 2Day® A.M.,866.71,2021
6078,114,8,FedEx First Overnight,"1,040.82",2021
6079,114,8,FedEx Priority Overnight,"1,005.48",2021
6080,114,8,FedEx Std Overnight,984.96,2021
6081,114,8,FedEx 2DAy,745.56,2021
6082,114,8,FedEx Express Saver,582.54,2021
6083,114,8,FedEx 2Day® A.M.,874.38,2021
6084,115,8,FedEx First Overnight,"1,049.95",2021
6085,115,8,FedEx Priority Overnight,"1,014.30",2021
6086,115,8,FedEx Std Overnight,993.60,2021
6087,115,8,FedEx 2DAy,752.1,2021
6088,115,8,FedEx Express Saver,587.65,2021
6089,115,8,FedEx 2Day® A.M.,882.05,2021
6090,116,8,FedEx First Overnight,"1,059.08",2021
6091,116,8,FedEx Priority Overnight,"1,023.12",2021
6092,116,8,FedEx Std Overnight,"1,002.24",2021
6093,116,8,FedEx 2DAy,758.64,2021
6094,116,8,FedEx Express Saver,592.76,2021
6095,116,8,FedEx 2Day® A.M.,889.72,2021
6096,117,8,FedEx First Overnight,"1,068.21",2021
6097,117,8,FedEx Priority Overnight,"1,031.94",2021
6098,117,8,FedEx Std Overnight,"1,010.88",2021
6099,117,8,FedEx 2DAy,765.18,2021
6100,117,8,FedEx Express Saver,597.87,2021
6101,117,8,FedEx 2Day® A.M.,897.39,2021
6102,118,8,FedEx First Overnight,"1,077.34",2021
6103,118,8,FedEx Priority Overnight,"1,040.76",2021
6104,118,8,FedEx Std Overnight,"1,019.52",2021
6105,118,8,FedEx 2DAy,771.72,2021
6106,118,8,FedEx Express Saver,602.98,2021
6107,118,8,FedEx 2Day® A.M.,905.06,2021
6108,119,8,FedEx First Overnight,"1,086.47",2021
6109,119,8,FedEx Priority Overnight,"1,049.58",2021
6110,119,8,FedEx Std Overnight,"1,028.16",2021
6111,119,8,FedEx 2DAy,778.26,2021
6112,119,8,FedEx Express Saver,608.09,2021
6113,119,8,FedEx 2Day® A.M.,912.73,2021
6114,120,8,FedEx First Overnight,"1,095.60",2021
6115,120,8,FedEx Priority Overnight,"1,058.40",2021
6116,120,8,FedEx Std Overnight,"1,036.80",2021
6117,120,8,FedEx 2DAy,784.8,2021
6118,120,8,FedEx Express Saver,613.20,2021
6119,120,8,FedEx 2Day® A.M.,920.40,2021
6120,121,8,FedEx First Overnight,"1,104.73",2021
6121,121,8,FedEx Priority Overnight,"1,067.22",2021
6122,121,8,FedEx Std Overnight,"1,045.44",2021
6123,121,8,FedEx 2DAy,791.34,2021
6124,121,8,FedEx Express Saver,618.31,2021
6125,121,8,FedEx 2Day® A.M.,928.07,2021
6126,122,8,FedEx First Overnight,"1,113.86",2021
6127,122,8,FedEx Priority Overnight,"1,076.04",2021
6128,122,8,FedEx Std Overnight,"1,054.08",2021
6129,122,8,FedEx 2DAy,797.88,2021
6130,122,8,FedEx Express Saver,623.42,2021
6131,122,8,FedEx 2Day® A.M.,935.74,2021
6132,123,8,FedEx First Overnight,"1,122.99",2021
6133,123,8,FedEx Priority Overnight,"1,084.86",2021
6134,123,8,FedEx Std Overnight,"1,062.72",2021
6135,123,8,FedEx 2DAy,804.42,2021
6136,123,8,FedEx Express Saver,628.53,2021
6137,123,8,FedEx 2Day® A.M.,943.41,2021
6138,124,8,FedEx First Overnight,"1,132.12",2021
6139,124,8,FedEx Priority Overnight,"1,093.68",2021
6140,124,8,FedEx Std Overnight,"1,071.36",2021
6141,124,8,FedEx 2DAy,810.96,2021
6142,124,8,FedEx Express Saver,633.64,2021
6143,124,8,FedEx 2Day® A.M.,951.08,2021
6144,125,8,FedEx First Overnight,"1,141.25",2021
6145,125,8,FedEx Priority Overnight,"1,102.50",2021
6146,125,8,FedEx Std Overnight,"1,080.00",2021
6147,125,8,FedEx 2DAy,817.5,2021
6148,125,8,FedEx Express Saver,638.75,2021
6149,125,8,FedEx 2Day® A.M.,958.75,2021
6150,126,8,FedEx First Overnight,"1,150.38",2021
6151,126,8,FedEx Priority Overnight,"1,111.32",2021
6152,126,8,FedEx Std Overnight,"1,088.64",2021
6153,126,8,FedEx 2DAy,824.04,2021
6154,126,8,FedEx Express Saver,643.86,2021
6155,126,8,FedEx 2Day® A.M.,966.42,2021
6156,127,8,FedEx First Overnight,"1,159.51",2021
6157,127,8,FedEx Priority Overnight,"1,120.14",2021
6158,127,8,FedEx Std Overnight,"1,097.28",2021
6159,127,8,FedEx 2DAy,830.58,2021
6160,127,8,FedEx Express Saver,648.97,2021
6161,127,8,FedEx 2Day® A.M.,974.09,2021
6162,128,8,FedEx First Overnight,"1,168.64",2021
6163,128,8,FedEx Priority Overnight,"1,128.96",2021
6164,128,8,FedEx Std Overnight,"1,105.92",2021
6165,128,8,FedEx 2DAy,837.12,2021
6166,128,8,FedEx Express Saver,654.08,2021
6167,128,8,FedEx 2Day® A.M.,981.76,2021
6168,129,8,FedEx First Overnight,"1,177.77",2021
6169,129,8,FedEx Priority Overnight,"1,137.78",2021
6170,129,8,FedEx Std Overnight,"1,114.56",2021
6171,129,8,FedEx 2DAy,843.66,2021
6172,129,8,FedEx Express Saver,659.19,2021
